id	name	symbol	chromosome	start	stop
PA29250	hect domain and RLD 2 pseudogene 7	HERC2P7	15	22479153 	22482374 
PA29251	HECT and RLD domain containing E3 ubiquitin protein ligase 3	HERC3	4	88592423 	88709303 
PA134949021	HECT and RLD domain containing E3 ubiquitin protein ligase 4	HERC4	10	67921899 	68075348 
PA134973940	HECT and RLD domain containing E3 ubiquitin protein ligase 5	HERC5	4	88456604 	88506170 
PA134894313	HECT and RLD domain containing E3 ubiquitin protein ligase family member 6	HERC6	4	88378565 	88443097 
PA29252	homocysteine inducible ER protein with ubiquitin like domain 1	HERPUD1	16	56932090 	56943881 
PA144596425	HERPUD family member 2	HERPUD2	7	35632659 	35695187 
PA29465	hes family bHLH transcription factor 1	HES1	3	194136142 	194138612 
PA134958805	hes family bHLH transcription factor 2	HES2	1	6415232 	6419919 
PA142671692	hes family bHLH transcription factor 3	HES3	1	6244192 	6245578 
PA134975318	hes family bHLH transcription factor 4	HES4	1	998962 	1001052 
PA134967985	hes family bHLH transcription factor 5	HES5	1	2528745 	2530554 
PA29253	hes family bHLH transcription factor 6	HES6	2	238238267 	238240124 
PA29254	hes family bHLH transcription factor 7	HES7	17	8120590 	8126032 
PA29255	HESX homeobox 1	HESX1	3	57197838 	57227643 
PA29256	hexosaminidase subunit alpha	HEXA	15	72343435 	72376473 
PA142672270	HEXA antisense RNA 1	HEXA-AS1	15	72376113 	72378788 
PA29257	hexosaminidase subunit beta	HEXB	5	74640023 	74721288 
PA142671693	hexosaminidase D	HEXD	17	82418376 	82442645 
PA142671694	HEXIM P-TEFb complex subunit 1	HEXIM1	17	45147317 	45152101 
PA142671695	HEXIM P-TEFb complex subunit 2	HEXIM2	17	45160174 	45170040 
PA29258	hes related family bHLH transcription factor with YRPW motif 1	HEY1	8	79764010 	79767863 
PA29259	hes related family bHLH transcription factor with YRPW motif 2	HEY2	6	125747592 	125762243 
PA29260	hes related family bHLH transcription factor with YRPW motif like	HEYL	1	39623431 	39639676 
PA29263	homeostatic iron regulator	HFE	6	26087281 	26096216 
PA142671690	helicase for meiosis 1	HFM1	1	91260766 	91408008 
PA29268	"homogentisate 1,2-dioxygenase"	HGD	3	120628168 	120682571 
PA29269	hepatocyte growth factor	HGF	7	81699006 	81770438 
PA29270	HGF activator	HGFAC	4	3441933 	3449495 
PA142672348	HGH1 homolog	HGH1	8	144137721 	144140843 
PA29271	hepatocyte growth factor-regulated tyrosine kinase substrate	HGS	17	81683932 	81702121 
PA162390851	heparan-alpha-glucosaminide N-acetyltransferase	HGSNAT	8	43140449 	43202827 
PA134926499	hedgehog acyltransferase	HHAT	1	210327873 	210676298 
PA162390892	hedgehog acyltransferase like	HHATL	3	42692663 	42702849 
PA29274	hematopoietically expressed homeobox	HHEX	10	92689924 	92695651 
PA29276	hedgehog interacting protein	HHIP	4	144645996 	144742645 
PA162390893	HHIP like 1	HHIPL1	14	99604476 	99680569 
PA162390914	HHIP like 2	HHIPL2	1	222501521 	222548102 
PA29277	HERV-H LTR-associating 1	HHLA1	8	132061486 	132105265 
PA29278	HERV-H LTR-associating 2	HHLA2	3	108296490 	108378285 
PA29279	HERV-H LTR-associating 3	HHLA3	1	70353840 	70368023 
PA29280	3-hydroxyisobutyrate dehydrogenase	HIBADH	7	27525440 	27663001 
PA29281	3-hydroxyisobutyryl-CoA hydrolase	HIBCH	2	190204634 	190320045 
PA29282	HIC ZBTB transcriptional repressor 1	HIC1	17	2055099 	2059687 
PA38357	HIC ZBTB transcriptional repressor 2	HIC2	22	21417402 	21451463 
PA25583	HID1 domain containing	HID1	17	74950742 	74972805 
PA29283	hypoxia inducible factor 1 subunit alpha	HIF1A	14	61695401 	61748259 
PA29284	hypoxia inducible factor 1 subunit alpha inhibitor	HIF1AN	10	100535884 	100553924 
PA29285	hypoxia inducible factor 3 subunit alpha	HIF3A	19	46297046 	46343433 
PA142671681	HIG1 hypoxia inducible domain family member 1A	HIGD1A	3	42782908 	42804535 
PA142671684	"HIG1 hypoxia inducible domain family, member 1A pseudogene 1"	HIGD1AP1	12	53141958 	53143304 
PA142671682	HIG1 hypoxia inducible domain family member 1B	HIGD1B	17	44844281 	44850480 
PA142671683	HIG1 hypoxia inducible domain family member 1C	HIGD1C	12	50936223 	50972592 
PA142671685	HIG1 hypoxia inducible domain family member 2A	HIGD2A	5	176388783 	176389750 
PA142671686	HIG1 hypoxia inducible domain family member 2B	HIGD2B	15	72675782 	72686149 
PA144596492	heat shock protein nuclear import factor hikeshi	HIKESHI	11	86302211 	86345943 
PA164717457	hypoxia inducible lipid droplet associated	HILPDA	7	128455830 	128458418 
PA164720597	histone H4 transcription factor	HINFP	11	119121523 	119135055 
PA29286	histidine triad nucleotide binding protein 1	HINT1	5	131159283 	131165348 
PA29287	histidine triad nucleotide binding protein 2	HINT2	9	35812960 	35815045 
PA29288	histidine triad nucleotide binding protein 3	HINT3	6	125956715 	125980244 
PA29289	huntingtin interacting protein 1	HIP1	7	75533298 	75738976 
PA128394543	huntingtin interacting protein 1 related	HIP1R	12	122834498 	122862961 
PA134897980	homeodomain interacting protein kinase 1	HIPK1	1	113929197 	113977869 
PA29291	homeodomain interacting protein kinase 2	HIPK2	7		
PA29292	homeodomain interacting protein kinase 3	HIPK3	11	33256672 	33357023 
PA134883524	homeodomain interacting protein kinase 4	HIPK4	19	40379271 	40390221 
PA29293	histone cell cycle regulator	HIRA	22	19330701 	19431696 
PA29294	HIRA interacting protein 3	HIRIP3	16	29992321 	29996096 
PA29097	histone cluster 1 H1 family member b	HIST1H1B	6	27866792 	27867581 
PA29094	histone cluster 1 H1 family member c	HIST1H1C	6	26055740 	26056471 
PA29128	histone cluster 1 H2B family member e	HIST1H2BE	6	26183796 	26184230 
PA29125	histone cluster 1 H2B family member m	HIST1H2BM	6	27815044 	27815489 
PA29157	histone cluster 1 H4 family member d	HIST1H4D	6	26188710 	26189076 
PA29113	histone cluster 2 H2A family member a3	HIST2H2AA3	1	149842218 	149842751 
PA29297	human immunodeficiency virus type I enhancer binding protein 1	HIVEP1	6	12002096 	12212034 
PA29298	human immunodeficiency virus type I enhancer binding protein 2	HIVEP2	6	142751467 	142945201 
PA29299	human immunodeficiency virus type I enhancer binding protein 3	HIVEP3	1	41506365 	42035925 
PA162390937	Holliday junction recognition protein	HJURP	2	233836701 	233854566 
PA29264	hemojuvelin BMP co-receptor	HJV	1	146017468 	146021822 
PA29300	hexokinase 1	HK1	10	69270000 	69401882 
PA29301	hexokinase 2	HK2	2	74832655 	74893354 
PA29302	hexokinase 2 pseudogene 1	HK2P1	X	80569434 	80575038 
PA29303	hexokinase 3	HK3	5	176880869 	176899373 
PA134866195	hexokinase domain containing 1	HKDC1	10	69220303 	69267559 
PA35055	"major histocompatibility complex, class I, A"	HLA-A	6	29942470 	29945884 
PA35056	"major histocompatibility complex, class I, B"	HLA-B	6	31353866 	31357245 
PA35057	"major histocompatibility complex, class I, C"	HLA-C	6	31268749 	31272136 
PA35058	"major histocompatibility complex, class II, DM alpha"	HLA-DMA	6	32948614 	32953122 
PA35059	"major histocompatibility complex, class II, DM beta"	HLA-DMB	6	32934629 	32941070 
PA35060	"major histocompatibility complex, class II, DO alpha"	HLA-DOA	6	33004182 	33009612 
PA35061	"major histocompatibility complex, class II, DO beta"	HLA-DOB	6	32812763 	32817048 
PA35062	"major histocompatibility complex, class II, DP alpha 1"	HLA-DPA1	6	33064569 	33080778 
PA35063	"major histocompatibility complex, class II, DP alpha 2 (pseudogene)"	HLA-DPA2	6	33091482 	33093314 
PA134958917	"major histocompatibility complex, class II, DP alpha 3 (pseudogene)"	HLA-DPA3	6	33131197 	33131343 
PA35064	"major histocompatibility complex, class II, DP beta 1"	HLA-DPB1	6	33075926 	33089696 
PA35065	"major histocompatibility complex, class II, DP beta 2 (pseudogene)"	HLA-DPB2	6	33112516 	33129113 
PA35066	"major histocompatibility complex, class II, DQ alpha 1"	HLA-DQA1	6	32637403 	32654846 
PA35067	"major histocompatibility complex, class II, DQ alpha 2"	HLA-DQA2	6	32741386 	32746887 
PA35068	"major histocompatibility complex, class II, DQ beta 1"	HLA-DQB1	6	32659464 	32666689 
PA35069	"major histocompatibility complex, class II, DQ beta 2"	HLA-DQB2	6	32756094 	32763553 
PA35070	"major histocompatibility complex, class II, DQ beta 3"	HLA-DQB3	6		
PA35071	"major histocompatibility complex, class II, DR alpha"	HLA-DRA	6	32439842 	32445046 
PA35072	"major histocompatibility complex, class II, DR beta 1"	HLA-DRB1	6	32578769 	32589836 
PA35073	"major histocompatibility complex, class II, DR beta 2 (pseudogene)"	HLA-DRB2	6	3972560 	3987589 
PA35074	"major histocompatibility complex, class II, DR beta 3"	HLA-DRB3	6	3934021 	3947089 
PA35075	"major histocompatibility complex, class II, DR beta 4"	HLA-DRB4	6	3840427 	3855395 
PA35076	"major histocompatibility complex, class II, DR beta 5"	HLA-DRB5	6	32517343 	32530316 
PA35077	"major histocompatibility complex, class II, DR beta 6 (pseudogene)"	HLA-DRB6	6	32552713 	32560002 
PA35078	"major histocompatibility complex, class II, DR beta 7 (pseudogene)"	HLA-DRB7	6	3770665 	3789002 
PA35079	"major histocompatibility complex, class II, DR beta 8 (pseudogene)"	HLA-DRB8	6	3887054 	3889472 
PA35080	"major histocompatibility complex, class II, DR beta 9 (pseudogene)"	HLA-DRB9	6	32459820 	32460089 
PA35081	"major histocompatibility complex, class I, E"	HLA-E	6	30489406 	30494205 
PA35082	"major histocompatibility complex, class I, F"	HLA-F	6	29723340 	29740355 
PA35083	"major histocompatibility complex, class I, G"	HLA-G	6	29826967 	29831130 
PA35084	"major histocompatibility complex, class I, H (pseudogene)"	HLA-H	6	29887760 	29891080 
PA35085	"major histocompatibility complex, class I, J (pseudogene)"	HLA-J	6	30005971 	30009956 
PA35086	"major histocompatibility complex, class I, K (pseudogene)"	HLA-K	6	29926659 	29929839 
PA35087	"major histocompatibility complex, class I, L (pseudogene)"	HLA-L	6	30259562 	30266951 
PA134993903	"major histocompatibility complex, class I, N (pseudogene)"	HLA-N	6	30351074 	30352038 
PA134896135	"major histocompatibility complex, class I, P (pseudogene)"	HLA-P	6	29800044 	29803079 
PA134977724	"major histocompatibility complex, class I, S (pseudogene)"	HLA-S	6	31381569 	31382487 
PA134993197	"major histocompatibility complex, class I, T (pseudogene)"	HLA-T	6	29896443 	29898947 
PA134981635	"major histocompatibility complex, class I, U (pseudogene)"	HLA-U	6	29933764 	29934880 
PA134954046	"major histocompatibility complex, class I, V (pseudogene)"	HLA-V	6	29791753 	29792750 
PA134937959	"major histocompatibility complex, class I, W (pseudogene)"	HLA-W	6	29955834 	29959058 
PA134936664	"major histocompatibility complex, class I, X (pseudogene)"	HLA-X	6	31461846 	31462490 
PA134924202	"major histocompatibility complex, class I, Z (pseudogene)"	HLA-Z	6	32896402 	32896489 
PA29310	holocarboxylase synthetase	HLCS	21	36750888 	36990254 
PA29311	"HLF transcription factor, PAR bZIP family member"	HLF	17	55264960 	55325065 
PA35949	helicase like transcription factor	HLTF	3	149030064 	149086554 
PA162391017	H2.0 like homeobox	HLX	1	220879401 	220885059 
PA29314	histocompatibility minor 13	HM13	20	31514410 	31569567 
PA143485490	homeobox containing 1	HMBOX1	8	28890370 	29064939 
PA29317	hydroxymethylbilane synthase	HMBS	11	119084871 	119093549 
PA142672398	"5-hydroxymethylcytosine binding, ES cell specific"	HMCES	3	129278806 	129305293 
PA142671679	hemicentin 1	HMCN1	1	185734526 	186190953 
PA142671680	hemicentin 2	HMCN2	9	130265742 	130434123 
PA29331	high mobility group 20A	HMG20A	15	77420651 	77519899 
PA29332	high mobility group 20B	HMG20B	19	3572938 	3579083 
PA35094	high mobility group AT-hook 1	HMGA1	6	34236800 	34246231 
PA134981802	high mobility group AT-hook 1 pseudogene 1	HMGA1P1	X	26747924 	26749711 
PA134973510	high mobility group AT-hook 1 pseudogene 2	HMGA1P2	4	73098741 	73100506 
PA134897348	high mobility group AT-hook 1 pseudogene 3	HMGA1P3	12	110428598 	110430393 
PA134870086	high mobility group AT-hook 1 pseudogene 5	HMGA1P5	10	75275136 	75276536 
PA134903344	high mobility group AT-hook 1 pseudogene 6	HMGA1P6	13	23134168 	23135915 
PA134964436	high mobility group AT-hook 1 pseudogene 7	HMGA1P7	6	134113962 	134117680 
PA35093	high mobility group AT-hook 2	HMGA2	12	65824460 	65966291 
PA188	high mobility group box 1	HMGB1	13	30457916 	30617597 
PA164720622	high mobility group box 1 pseudogene 1	HMGB1P1	20	57487941 	57489130 
PA134984208	high mobility group box 1 pseudogene 14	HMGB1P14	14	58284709 	58285833 
PA29326	high mobility group box 1 pseudogene 3	HMGB1P3	2	230514924 	230516086 
PA29327	high mobility group box 1 pseudogene 4	HMGB1P4	2	170600138 	170602384 
PA29328	high mobility group box 1 pseudogene 5	HMGB1P5	3	22381721 	22382915 
PA143485491	high mobility group box 1 pseudogene 8	HMGB1P8	15	89135081 	89136674 
PA143485492	high mobility group box 1 pseudogene 9	HMGB1P9	2	218200276 	218201845 
PA35091	high mobility group box 2	HMGB2	4	173331376 	173334444 
PA35092	high mobility group box 3	HMGB3	X	150980508 	150990775 
PA29334	high mobility group box 3 pseudogene 1	HMGB3P1	20	34833575 	34834462 
PA29335	high mobility group box 3 pseudogene 2	HMGB3P2	20	36076000 	36076754 
PA142671677	high mobility group box 4	HMGB4	1	33860475 	33864791 
PA29336	3-hydroxy-3-methylglutaryl-CoA lyase	HMGCL	1	23801877 	23825459 
PA134989971	3-hydroxymethyl-3-methylglutaryl-CoA lyase like 1	HMGCLL1	6	55434373 	55579214 
PA189	3-hydroxy-3-methylglutaryl-CoA reductase	HMGCR	5	75336334 	75362101 
PA29337	3-hydroxy-3-methylglutaryl-CoA synthase 1	HMGCS1	5	43287470 	43313512 
PA29338	3-hydroxy-3-methylglutaryl-CoA synthase 2	HMGCS2	1	119747996 	119769125 
PA35088	high mobility group nucleosome binding domain 1	HMGN1	21	39342315 	39349121 
PA134936829	high mobility group nucleosome binding domain 1 pseudogene 1	HMGN1P1	14	55394315 	55395327 
PA29318	high mobility group nucleosome binding domain 1 pseudogene 2	HMGN1P2	21	31706608 	31707183 
PA35089	high mobility group nucleosomal binding domain 2	HMGN2	1	26472411 	26476642 
PA134915903	high mobility group nucleosomal binding domain 2 pseudogene 1	HMGN2P1	14	23263101 	23263791 
PA29320	high mobility group nucleosomal binding domain 2 pseudogene10	HMGN2P10	22	41709223 	41709487 
PA29321	high mobility group nucleosomal binding domain 2 pseudogene 11	HMGN2P11	7	84876484 	84877824 
PA29322	high mobility group nucleosomal binding domain 2 pseudogene 12	HMGN2P12	6		
PA134914019	high mobility group nucleosomal binding domain 2 pseudogene 16	HMGN2P16	9	15588355 	15588615 
PA134987116	high mobility group nucleosomal binding domain 2 pseudogene 2	HMGN2P2	14	80822429 	80823606 
PA134909825	high mobility group nucleosomal binding domain 2 pseudogene 46	HMGN2P46	15	45511136 	45556730 
PA29319	high mobility group nucleosomal binding domain 2 pseudogene 9	HMGN2P9	22	43802109 	43803568 
PA36990	high mobility group nucleosomal binding domain 3	HMGN3	6	79201245 	79234738 
PA35090	high mobility group nucleosomal binding domain 4	HMGN4	6	26538344 	26546937 
PA31789	high mobility group nucleosome binding domain 5	HMGN5	X	81113701 	81201942 
PA164720627	HMG-box containing 3	HMGXB3	5	150000606 	150053143 
PA164720673	HMG-box containing 4	HMGXB4	22	35257274 	35295807 
PA147357973	histocompatibility minor HB-1	HMHB1	5	143812161 	143820719 
PA29340	hyaluronan mediated motility receptor	HMMR	5	163460511 	163491945 
PA29341	heme oxygenase 1	HMOX1	22	35381067 	35394214 
PA29342	heme oxygenase 2	HMOX2	16	4474697 	4510347 
PA162391030	histocompatibility minor serpin domain containing	HMSD	18	63949259 	63969329 
PA29344	H6 family homeobox 1	HMX1	4	8846076 	8871817 
PA29345	H6 family homeobox 2	HMX2	10	123142421 	123150673 
PA29346	H6 family homeobox 3	HMX3	10	123136051 	123137731 
PA36380	HNF1 homeobox A	HNF1A	12	120978515 	121002512 
PA165513193	HNF1A antisense RNA 1	HNF1A-AS1	12	120969838 	120972292 
PA162391083	HNF1 homeobox B	HNF1B	17	37686431 	37745078 
PA29349	hepatocyte nuclear factor 4 alpha	HNF4A	20	44355801 	44432845 
PA29351	hepatocyte nuclear factor 4 gamma	HNF4G	8	75407567 	75566834 
PA164720700	"hepatocyte nuclear factor 4, gamma pseudogene 1"	HNF4GP1	13	55996489 	56000450 
PA190	histamine N-methyltransferase	HNMT	2	137964068 	138016364 
PA162391106	heterogeneous nuclear ribonucleoprotein A0	HNRNPA0	5	137751384 	137754350 
PA162391113	heterogeneous nuclear ribonucleoprotein A1	HNRNPA1	12	54280690 	54287088 
PA164720701	heterogeneous nuclear ribonucleoprotein A1 like 2	HNRNPA1L2	13	52617470 	52643784 
PA29355	heterogeneous nuclear ribonucleoprotein A1 pseudogene 3	HNRNPA1P3	20	45745374 	45746204 
PA142671675	heterogeneous nuclear ribonucleoprotein A1 pseudogene 4	HNRNPA1P4	8	82290908 	82292391 
PA134972731	heterogeneous nuclear ribonucleoprotein A1 pseudogene 7	HNRNPA1P7	18	32411506 	32413237 
PA162391140	heterogeneous nuclear ribonucleoprotein A2/B1	HNRNPA2B1	7	26189927 	26200793 
PA162391169	heterogeneous nuclear ribonucleoprotein A3	HNRNPA3	2	177212694 	177223959 
PA134866784	heterogeneous nuclear ribonucleoprotein A3 pseudogene 1	HNRNPA3P1	10	43787412 	43790417 
PA29358	heterogeneous nuclear ribonucleoprotein A3 pseudogene 2	HNRNPA3P2	20	36620402 	36621446 
PA162391196	heterogeneous nuclear ribonucleoprotein A/B	HNRNPAB	5	178204507 	178211183 
PA162391217	heterogeneous nuclear ribonucleoprotein C (C1/C2)	HNRNPC	14	21209136 	21269479 
PA162391240	heterogeneous nuclear ribonucleoprotein C like 1	HNRNPCL1	1	12847377 	12848756 
PA166123692	heterogeneous nuclear ribonucleoprotein C like 2	HNRNPCL2			
PA166123693	heterogeneous nuclear ribonucleoprotein C like 3	HNRNPCL3			
PA166123694	heterogeneous nuclear ribonucleoprotein C like 4	HNRNPCL4			
PA29361	heterogeneous nuclear ribonucleoprotein D	HNRNPD	4	82353314 	82373996 
PA29362	heterogeneous nuclear ribonucleoprotein D like	HNRNPDL	4	82422564 	82430225 
PA162391271	heterogeneous nuclear ribonucleoprotein F	HNRNPF	10	43385617 	43409248 
PA162391284	heterogeneous nuclear ribonucleoprotein H1	HNRNPH1	5	179614178 	179634784 
PA162391316	heterogeneous nuclear ribonucleoprotein H2	HNRNPH2	X	101408133 	101414140 
PA162391325	heterogeneous nuclear ribonucleoprotein H3	HNRNPH3	10	68331174 	68343196 
PA162391350	heterogeneous nuclear ribonucleoprotein K	HNRNPK	9	83968083 	83980782 
PA162391389	heterogeneous nuclear ribonucleoprotein L	HNRNPL	19	38836378 	38852339 
PA134987080	heterogeneous nuclear ribonucleoprotein L like	HNRNPLL	2	38563186 	38603036 
PA29370	heterogeneous nuclear ribonucleoprotein M	HNRNPM	19	8444575 	8489118 
PA162391459	heterogeneous nuclear ribonucleoprotein R	HNRNPR	1	23304688 	23344650 
PA162391486	heterogeneous nuclear ribonucleoprotein U	HNRNPU	1	244842123 	244864720 
PA162391519	heterogeneous nuclear ribonucleoprotein U like 1	HNRNPUL1	19	41262476 	41307783 
PA162391554	heterogeneous nuclear ribonucleoprotein U like 2	HNRNPUL2	11	62712625 	62727385 
PA165548441	4-hydroxy-2-oxoglutarate aldolase 1	HOGA1	10	97584345 	97612802 
PA134972608	homer scaffold protein 1	HOMER1	5	79373824 	79514568 
PA134870500	homer scaffold protein 2	HOMER2	15	82836946 	82986176 
PA134994119	homer homolog 2 (Drosophila) pseudogene 1	HOMER2P1	14	106458942 	106461306 
PA134864336	homer homolog 2 (Drosophila) pseudogene 2	HOMER2P2	14	106285995 	106287892 
PA134988320	homer scaffold protein 3	HOMER3	19	18929201 	18941258 
